 index  w  T  q  CO2  CH4
           4 -0.53907541093314171       -3.6757497274327307       -7.3434330538226504        75.162032022653875       -1.3998456618738331E-002
           4   1.1080731515350883       -5.0885394006756997       -6.4363257471159159        166.38126412556812       -7.9477025934608925E-003
           4 -0.87412036273280658       -5.5729193064451010       -5.9587214003233839        119.19448400579859       -4.2552476531039218E-003
           4  -1.9830200753950400       -8.0974275296281348       -8.2483722950316860        192.04257649500505        4.4479604136076212E-003
           8  -1.2771383703945089       -2.5879545211793129       -3.2515221387147335        72.062768936157227       -6.8036213051527739E-003
           8   3.0940123056603821        1.2007269859315102        2.8886169046162991       -74.893416404724121        1.4984126901249617E-003
           8  0.53131112314538709        1.3300771713256836        4.0566029548645588       -80.544766426086426        3.9501445135101676E-003
           8  0.90599393295887809        2.9128341674804688        9.1097217947244644       -144.61419486999512        1.0192699264734539E-002
           8   2.8158045968620482        4.9475693702696617        12.769205972552299       -183.63015270232790        1.1738142697140130E-002
           8  -1.9965130580546719       -1.2802815437316895       -4.2130216956195454E-002  -37.393227577209473        1.7547093215398490E-002
           8 -0.30759622352275046       -4.8264026641844566       -5.6083543896674541        152.35720157623291        7.9281080979809460E-004
           8   2.8573160398388042       -1.4883275032043457       0.34025722742086373       -16.188582420349121        8.4898469503968954E-004
          16   1.7947429856109143E-002 -0.22723355363473274      -0.42862934003807140        11.840190746195731        5.1614331311844452E-004
          16 -0.57187146747156414       -1.4322342060971778       -4.2354133455365854        53.285281416738144       -2.8494070053881604E-003
          16 -0.82910137419850072        1.0452317278266037        2.3683957694628930       -49.076045310226618        3.5742616769689484E-003
          16 -0.49899565652813238       -1.8901506114488029       -4.1569966893649735        67.206388177284680       -4.0769505965172481E-003
          16  -5.0459473415437189E-002  -1.5932709079363576       -4.8497718140368988        65.508040118385907       -5.3382271422504068E-003
          16  -8.0670766958601536E-003 -0.65597759632100860      -0.49503037224127411        27.932670773241625        1.4749325856335815E-003
          16  -1.0783854803198951       -5.2359704254659505       -11.098179736310840        217.39411762006603       -1.6567445576777695E-002
          16 -0.60134547201476463       -3.7264442939964511       -11.126000976379999        134.02668289952817       -1.5217753010038804E-002
          16  0.68561916069985562        3.6618119332176207        8.5205845860756426       -98.852706112616943        5.2299318028179442E-003
          16 -0.41264174754156580       -1.0633845440676168       -1.7970281401149464        39.858176181713134       -1.4818820411905964E-003
          16 -0.27819471113143951       -1.1226032264488595        1.4520289160422521       -15.280793764886766        4.4560038762280207E-003
          16  -2.5776082095151791       -3.8755079191105892       -10.454374550234775        152.68410144142581       -1.0362380414572936E-002
          16 -0.79777705326163273       0.42977040274121237        1.8370303673127637       -33.154244509605633        3.0125661816882143E-004
          16  0.50073563422433032        6.0140862170237028        18.725462942942670       -266.70568086846833        2.4982667602655662E-002
          16   2.9210461362063351        2.1108449972433050        5.0272136708967992       -86.957960485708099        2.1430496965846313E-003
          16   1.4804062236869355        3.4043142449536390        6.9494046116114987       -98.670003233244643        4.0651644608213910E-003
          32 -0.53081535203318653        1.8353843688964844        3.6300607919693277       -59.172964096069336        5.4255260620266199E-003
          32   1.9689826378616977      -0.21087741851806641        1.5828370153904245       -14.977485656738281       -1.6239136457445458E-003
          32   1.6406515847282304        4.1546773910521893        10.894982546567917       -176.72891426086426        1.5710126142948866E-002
          32 -0.95045650310385033       -1.1741256713867756       -3.5070069730281261        54.739883422851562       -1.8864932935684919E-003
          32  0.71453586281904746        1.4829616546630859        4.2192128002643585       -89.593919754026501        2.7792784385385350E-003
          32  0.13764112087119407       0.13335514068603516      -0.57356548309326172        2.9860229492187500        1.1743407230822012E-003
          32  -1.0341560250462856       0.61518287658691406        1.6221137642860413       -34.388946533201306        4.6872829552739859E-003
          32  0.27595599585788444       -2.5165386199951172       -6.5745087265968039        115.82490539550963       -8.4365440998226404E-003
          32 -0.73918804847630726      -0.57762622833251953      -0.94761463999748230        4.4047374725359987       -1.8725339323284462E-003
          32 -0.33273093316415692       0.77399539947509766        1.2048760354518890       -20.656970977783203        3.2707725185903147E-003
          32 -0.90265833942385065       -2.5141973495483398       -6.2566706836223318        112.04936408996582       -6.9143888540563747E-003
          32  0.88539362548786693       -9.0210914611816406E-002  0.60382291674613953       -15.941492080688477       -6.0220435261704175E-004
          32  0.22496042666989502       -1.3845052719116211       -2.8993520736694052        44.929620742796033       -4.0071175899358824E-003
          32  -1.4396335797437123      -0.17786788940429688       0.78101864457130432        19.727828979492188        8.8541442528344838E-004
          32 -0.65444244462324197      -0.56666851043701172       -2.3704160153865530        23.022726058959961       -3.0049909837543964E-003
          32  -1.5981246412238745       -1.4507503509521484       -3.6775027811527536        46.336486816406250       -4.6419047284871340E-003
          32 -0.87056430186396394       -1.0560874938965412       -1.6708028614521879        47.782123565673828       -5.9578730724774154E-004
          32 -0.19907553946040910        1.0031118392944336        2.0239723622798920       -28.672666549682617        2.5500888004899025E-003
          32 -0.32512587070868904       -1.3511161804199219       -2.9709235429764078        44.263759613037109       -3.2534021884200737E-003
          32  -1.0524116191249948      -0.82186889648431816       -1.0100976526737213        21.057857513429553        1.0732796508818865E-003
          32   1.1979019248369684      -0.32247257232666016       0.15621036291119594        1.4920272827148438       -4.8475267831238344E-003
          32   1.1478878728571535        1.4095087051391602        5.8052408397197155       -84.171398162843616        1.3478420441970007E-002
          32   1.0680071771912469        2.2858963012695312        4.6480902731419178       -90.205553054809570        4.1937201749531194E-003
          32  -6.3791237165304437E-002  -1.1953001022338867       -2.1634844839572622        45.051383972167969       -5.8115348219871521E-003
          32  0.27556963333518042        2.3142786026000408        5.4697516560554789       -81.847442626953125        6.6528022289273903E-003
          32  -4.3735101195124915E-002  -1.4459342956543537       -3.1816950440406231        46.630247116088867       -5.3020433988419935E-003
          32   1.1946124772875906        2.1582212448120117        7.4719441235065744       -95.779750823974609        9.0555667411535978E-003
          32 -0.65565125606781238       -2.1319713592529297       -5.9439563453197479        88.507904052732556       -4.2191904503849909E-003
